timestamp,machine_id,km_post,sleeper_id,lat,lon,operator_id,job_id,firmware_version,pre_level_mm,post_level_mm,pre_align_mm,post_align_mm,gauge_mm,cant_mm,ballast_condition,squeeze_pressure_bar,squeeze_angle_deg,lift_force_kN,align_force_kN,cycle_duration_ms,vibration_peak_g,contactless_duration_ms,energy_compaction_J,void_detected,cycles_per_sleeper,ballast_density_kgm3,ballast_moisture_pct,fouling_index_pct,balast_rigidity_kN_per_mm,engine_hours,engine_rpm,hydraulic_oil_temp_C,tamp_tool_wear_pct,ambient_temp_C,recent_rain_mm,days_since_maintenance,traffic_tonnes_last_month,wim_impact_N,wimdetection_flag,ut_defect_flag,sleeper_material,sleeper_age_years,travel_speed_kmh,travel_direction,tamp_mode,stabilizer_amplitude_mm,pred_settlement_30d_mm,pred_settlement_90d_mm,maintenance_priority_score
2025-01-01 06:05:05,09-3X-PL-001,428+306,S_1000010,19.553249988871528,-99.18816388302308,OP_10,JOB_1010,v1.3.1,-7,-1,-2,4,1434,141,void,152.31,40.74,58.07,29.38,1101,0.628,198,1751.95,False,2,1415,6.5,4.4,6.02,2607.2,1383.0,61.5,9.06,25.5,0.3,48,658282,30705,False,False,concrete,16.8,1.08,N,3-tie,4.44,-0.04,3.4,100.0
2025-01-01 06:05:32,09-3X-PL-001,463+837,S_1000011,20.067705781924072,-99.33166560930692,OP_11,JOB_1011,v1.3.1,0,6,-4,0,1439,145,medium,129.1,47.24,46.76,24.01,823,0.781,38,2189.47,False,1,1625,5.5,2.1,9.57,6374.4,1636.0,53.6,18.48,21.8,0.8,52,642667,4462,False,False,concrete,18.6,1.31,S,3-tie,6.37,1.32,11.65,45.3
2025-01-01 06:05:59,09-3X-PL-001,474+914,S_1000012,25.804610771238288,-108.49403042792024,OP_12,JOB_1012,v1.2.0,-3,4,-6,-3,1434,156,loose,138.97,44.86,53.24,29.62,808,1.176,4,1951.13,False,1,1492,11.9,8.2,6.47,3533.0,1589.0,59.0,18.91,6.6,2.4,53,363461,33574,False,False,wood,24.9,1.2,S,precision,3.43,3.64,1.83,100.0
2025-01-01 06:06:28,09-3X-PL-001,277+412,S_1000013,19.606968001735225,-99.18640485645264,OP_13,JOB_1013,v1.4.0,-5,5,-3,2,1433,152,medium,120.25,37.76,42.83,23.71,932,0.456,46,1315.21,False,1,1639,7.6,9.4,8.91,2036.1,1388.0,73.6,11.23,23.5,2.8,61,491080,68124,False,False,concrete,7.8,0.74,S,3-tie,6.13,-5.64,-14.74,100.0
2025-01-01 06:07:02,09-3X-PL-001,170+510,S_1000014,31.645593610440176,-106.4504849207422,OP_14,JOB_1014,v1.3.1,-2,6,-11,-6,1436,144,medium,112.89,37.73,46.58,26.82,913,0.95,2,1664.54,False,1,1560,8.3,7.1,9.28,1687.0,1547.0,69.1,3.91,22.4,3.9,50,392793,70296,False,False,concrete,5.5,0.71,N,precision,3.82,-2.79,0.12,100.0
2025-01-01 06:07:32,09-3X-PL-001,480+932,S_1000015,27.25260047355149,-103.52879774159312,OP_15,JOB_1015,v1.4.0,-7,-6,-5,-2,1433,158,medium,108.28,47.18,37.44,25.93,933,1.012,50,1395.6,False,1,1657,9.5,0.6,8.73,5709.3,1641.0,64.8,16.91,17.2,3.2,44,527611,46891,False,False,concrete,11.8,0.76,N,1-tie,11.96,3.37,9.77,100.0
2025-01-01 06:07:57,09-3X-PL-001,273+703,S_1000016,20.08341804669993,-99.28060130848787,OP_16,JOB_1016,v1.4.0,-6,-5,-5,1,1434,156,rigid,100.58,35.91,44.93,35.35,1092,0.766,39,1390.68,False,1,1721,5.8,8.0,11.8,3605.4,1547.0,58.5,11.04,33.1,2.5,36,513761,41409,False,False,concrete,24.6,1.11,S,3-tie,2.72,-2.23,-11.33,100.0
2025-01-01 06:08:30,09-3X-PL-001,32+126,S_1000017,19.6707691298674,-98.84672578453618,OP_17,JOB_1017,v1.2.0,-8,0,-5,-5,1434,155,medium,117.24,28.0,63.4,25.76,989,0.813,41,1608.6,False,1,1615,8.7,6.4,10.19,1280.2,1491.0,74.9,13.47,18.5,2.4,54,671764,58951,False,False,concrete,10.2,0.93,N,3-tie,9.79,-5.19,-6.53,100.0
2025-01-01 06:08:59,09-3X-PL-001,321+388,S_1000018,28.34348159737561,-100.83455947027728,OP_18,JOB_1018,v1.2.0,0,10,-7,-6,1427,148,medium,122.94,41.55,53.97,22.85,644,1.255,31,1401.79,False,1,1586,6.9,6.8,8.46,7546.6,1540.0,69.4,21.76,16.0,3.0,45,650095,26549,False,False,wood,4.3,1.56,N,3-tie,10.57,-7.83,-3.76,100.0
2025-01-01 06:09:26,09-3X-PL-001,293+842,S_1000019,17.42934446817612,-95.01947534321503,OP_19,JOB_1019,v1.4.0,-5,1,-3,1,1436,164,medium,120.72,37.23,50.05,19.46,1046,0.666,7,1120.12,False,1,1592,4.5,13.9,10.26,4291.1,1515.0,66.7,9.52,25.2,4.3,43,521613,41219,False,False,concrete,20.7,0.98,N,3-tie,5.88,-8.57,-20.56,100.0
2025-01-01 06:10:02,09-3X-PL-001,447+896,S_1000020,19.652602986895648,-98.54857878582544,OP_00,JOB_1020,v1.3.1,-6,7,-8,-5,1428,149,medium,121.85,33.52,53.77,19.4,600,0.893,203,1640.06,False,2,1557,5.2,9.7,8.74,3055.3,1548.0,59.9,11.49,23.5,0.6,46,484615,53892,False,False,concrete,5.5,0.79,N,1-tie,8.71,-13.05,-22.08,100.0
2025-01-01 06:10:30,09-3X-PL-001,326+593,S_1000021,27.25260047355149,-103.52879774159312,OP_01,JOB_1021,v1.4.0,-5,4,-10,-8,1432,153,contaminated,129.5,34.28,41.86,25.21,800,0.419,47,1083.25,False,1,1516,17.1,30.0,5.83,6481.6,1541.0,66.8,14.5,27.4,2.5,58,520225,52365,False,False,concrete,8.5,1.45,S,3-tie,4.69,-2.76,4.31,100.0
2025-01-01 06:10:56,09-3X-PL-001,174+526,S_1000022,20.05961472927468,-99.34855900241368,OP_02,JOB_1022,v1.2.0,-6,-2,-5,-1,1447,151,medium,121.6,45.55,53.78,24.54,1016,1.289,62,1653.01,False,1,1644,6.2,4.3,8.08,5832.9,1511.0,76.7,15.08,31.5,3.6,37,586030,1727,False,False,concrete,9.9,1.13,S,precision,4.34,-0.52,-4.28,17.0
2025-01-01 06:11:29,09-3X-PL-001,483+112,S_1000023,19.5091125511653,-99.08196923138394,OP_03,JOB_1023,v1.4.0,-8,-3,-6,-4,1441,137,loose,122.08,44.23,47.18,26.35,993,0.444,49,2184.51,False,6,1488,10.5,7.2,5.49,5182.7,1355.0,68.5,14.6,11.6,3.9,46,565334,77353,False,False,concrete,10.2,1.77,S,3-tie,14.04,-3.02,-9.35,100.0
2025-01-01 06:11:55,09-3X-PL-001,400+809,S_1000024,21.027109879650208,-86.8902169621164,OP_04,JOB_1024,v1.4.0,-2,0,-8,-4,1430,147,saturated,135.96,40.49,59.49,21.06,1023,0.598,20,2184.2,False,1,1577,20.9,18.0,7.49,2072.9,1501.0,64.1,10.95,29.4,1.4,45,571368,58201,False,False,concrete,15.0,1.14,N,3-tie,5.37,-4.15,-4.4,100.0
2025-01-01 06:12:34,09-3X-PL-001,315+208,S_1000025,19.451772391206426,-99.15132906299672,OP_05,JOB_1025,v1.2.0,-11,-5,-3,3,1429,152,void,149.5,51.34,58.49,23.22,818,0.646,319,2364.96,True,2,1437,9.5,16.6,6.89,3907.4,1505.0,49.0,12.38,15.6,1.7,51,706601,78776,False,False,concrete,12.2,1.13,N,3-tie,-0.42,1.65,4.42,100.0
2025-01-01 06:13:00,09-3X-PL-001,146+462,S_1000026,19.29522399982078,-99.3997315462183,OP_06,JOB_1026,v1.3.1,-5,3,-5,-3,1432,156,medium,129.58,34.59,44.18,21.51,787,0.501,132,929.22,False,2,1638,12.7,4.6,10.43,4735.1,1411.0,59.8,10.48,15.5,3.6,46,432870,64228,False,True,concrete,7.3,1.09,N,3-tie,5.39,-3.76,-4.48,100.0
2025-01-01 06:13:33,09-3X-PL-001,186+770,S_1000027,19.55239190410164,-99.1878827971384,OP_07,JOB_1027,v1.2.0,-4,4,-2,0,1436,138,loose,125.21,36.8,57.95,22.05,909,1.008,56,1769.12,False,1,1509,6.1,5.8,7.0,6770.3,1555.0,55.2,18.08,1.0,27.3,43,445000,44634,False,False,concrete,6.1,0.95,S,1-tie,4.63,-0.33,-3.82,100.0
2025-01-01 06:13:55,09-3X-PL-001,334+984,S_1000028,27.878055474673243,-101.4248487326881,OP_08,JOB_1028,v1.2.0,-10,-3,-4,1,1424,148,loose,130.67,33.23,48.26,32.59,1154,0.677,54,1463.23,False,1,1511,11.5,9.1,4.15,7661.4,1463.0,57.9,17.96,27.6,1.8,42,370595,39862,False,False,concrete,19.9,0.83,S,3-tie,5.44,0.23,-5.33,100.0
2025-01-01 06:14:35,09-3X-PL-001,35+990,S_1000029,20.575103924181057,-101.19702046371344,OP_09,JOB_1029,v1.3.1,-4,9,-5,-3,1432,156,medium,108.75,42.44,62.91,34.3,838,0.473,28,1697.76,False,3,1575,5.3,6.6,8.46,3597.1,1557.0,64.5,19.09,18.7,4.9,52,541244,43050,False,False,concrete,6.5,1.22,S,3-tie,6.43,-7.02,-15.34,100.0
2025-01-01 06:15:05,09-3X-PL-001,128+340,S_1000030,19.60807313396669,-103.41797634032274,OP_10,JOB_1030,v1.2.0,-7,0,-8,-7,1442,143,loose,131.92,45.85,38.65,27.09,856,0.632,89,1515.31,False,1,1519,12.3,7.8,6.2,3587.8,1280.0,58.8,11.87,23.3,1.5,54,495511,40557,False,False,concrete,5.6,0.75,S,3-tie,13.33,6.59,4.9,100.0
2025-01-01 06:15:34,09-3X-PL-001,356+950,S_1000031,20.570547623000973,-100.55628774018396,OP_11,JOB_1031,v1.4.0,-10,-2,-8,-4,1433,150,medium,118.9,29.95,39.62,32.7,916,0.494,129,951.17,False,1,1557,8.4,5.7,9.59,6956.2,1465.0,66.5,19.69,41.1,3.3,45,538737,8555,False,False,wood,9.4,1.34,N,3-tie,12.54,-1.56,5.89,84.8
2025-01-01 06:15:57,09-3X-PL-001,240+009,S_1000032,24.85765713383483,-99.55297185877596,OP_12,JOB_1032,v1.4.0,-5,5,-6,-1,1429,149,rigid,111.37,43.47,53.51,32.75,733,1.27,24,2223.43,False,1,1692,7.9,5.2,13.11,2952.3,1551.0,65.6,10.17,29.4,3.9,44,236753,73255,False,False,concrete,9.0,0.8,S,3-tie,10.48,-6.14,-14.99,100.0
2025-01-01 06:16:31,09-3X-PL-001,201+196,S_1000033,19.44630072775489,-101.82804584148836,OP_13,JOB_1033,v1.4.0,-3,7,-6,-4,1427,149,medium,122.58,40.73,64.91,17.09,787,0.126,88,2427.01,False,2,1632,7.7,1.5,9.85,2727.1,1674.0,61.1,9.28,16.9,4.2,48,449341,45924,False,False,concrete,12.9,1.03,N,3-tie,5.21,-7.38,-8.34,100.0
2025-01-01 06:16:58,09-3X-PL-001,75+728,S_1000034,27.692062077951498,-101.2944900477076,OP_14,JOB_1034,v1.2.0,3,13,-2,2,1427,143,medium,124.05,39.57,60.17,32.54,1028,0.433,92,1990.37,False,1,1588,8.9,6.6,8.2,3530.9,1597.0,65.2,8.39,10.3,2.5,57,814554,54920,False,False,concrete,15.0,0.83,S,3-tie,10.05,-10.29,-9.54,100.0
2025-01-01 06:17:33,09-3X-PL-001,220+924,S_1000035,27.957226640204738,-110.8249771194522,OP_15,JOB_1035,v1.2.0,-7,-2,-2,2,1442,153,medium,134.88,33.85,49.39,26.6,889,1.018,61,1460.71,False,1,1612,10.7,1.6,9.13,6351.2,1679.0,72.9,17.09,24.3,3.2,48,689240,29627,False,False,concrete,14.6,1.21,S,3-tie,12.56,4.17,13.44,100.0
2025-01-01 06:17:57,09-3X-PL-001,385+345,S_1000036,22.21297951985774,-97.8607950445144,OP_16,JOB_1036,v1.4.0,-4,1,-9,-6,1436,146,medium,126.96,37.92,46.01,32.02,892,0.721,66,1287.66,False,2,1579,5.5,11.7,10.0,3557.7,1378.0,58.8,13.34,16.1,0.3,42,392365,43778,False,False,concrete,6.4,0.88,N,precision,5.46,-4.51,-7.39,100.0
2025-01-01 06:18:29,09-3X-PL-001,132+006,S_1000037,31.291996289800505,-110.93618431084116,OP_17,JOB_1037,v1.4.0,-3,8,-8,-2,1434,148,medium,139.21,43.45,54.57,24.55,964,0.68,36,2061.19,False,1,1594,6.6,8.5,7.56,1653.8,1204.0,61.5,6.02,17.6,0.7,40,358380,21684,False,False,concrete,23.9,1.1,S,3-tie,8.27,-3.57,-8.74,100.0
2025-01-01 06:18:57,09-3X-PL-001,2+699,S_1000038,19.316901201370623,-99.32257230655684,OP_18,JOB_1038,v1.2.0,-5,1,-10,-4,1440,158,medium,106.89,51.97,57.55,32.43,867,0.456,49,1907.19,True,1,1593,7.5,7.4,10.59,5991.6,1650.0,64.6,18.28,28.3,1.9,42,518199,9982,False,False,concrete,5.5,1.39,N,3-tie,11.34,-0.27,-0.36,100.0
2025-01-01 06:19:31,09-3X-PL-001,334+252,S_1000039,25.578700003307578,-99.87381114394644,OP_19,JOB_1039,v1.2.0,-3,1,-7,-5,1439,147,medium,122.4,42.5,44.7,24.88,1017,0.876,28,1417.99,False,1,1637,7.7,8.3,9.66,1668.3,1471.0,68.7,3.95,8.7,4.6,42,368982,52134,False,False,concrete,9.9,0.87,S,precision,2.94,-2.24,6.8,100.0
2025-01-01 06:19:59,09-3X-PL-001,486+313,S_1000040,19.12099568511564,-98.7827481917889,OP_00,JOB_1040,v1.2.0,-7,7,-1,-1,1434,154,medium,118.01,45.31,42.55,19.38,698,1.029,20,1606.12,False,1,1571,7.0,10.5,8.21,5283.0,1559.0,66.9,15.77,19.1,1.3,59,341579,50686,False,False,wood,10.0,0.7,N,3-tie,8.54,-7.1,-9.16,100.0
2025-01-01 06:20:33,09-3X-PL-001,303+413,S_1000041,19.45180288756216,-99.15147313346,OP_01,JOB_1041,v1.4.0,-6,4,-3,0,1438,143,loose,118.65,47.06,64.92,25.36,913,0.519,86,2246.07,False,1,1503,8.2,5.8,5.81,1106.3,1472.0,57.1,6.63,13.9,4.6,55,526216,23267,False,False,concrete,18.9,0.71,N,3-tie,9.57,0.64,-1.63,100.0
2025-01-01 06:21:01,09-3X-PL-001,59+960,S_1000042,20.980339485450568,-89.60308980555938,OP_02,JOB_1042,v1.4.0,-9,2,-4,1,1427,158,medium,131.45,32.22,70.09,26.19,994,1.046,0,1986.67,False,1,1596,6.9,1.1,7.9,7868.3,1411.0,71.9,22.66,27.1,3.6,41,435717,14796,False,False,concrete,19.8,1.25,S,3-tie,6.63,-4.46,-6.84,100.0
2025-01-01 06:21:26,09-3X-PL-001,160+366,S_1000043,26.93490990992436,-101.44805944303089,OP_03,JOB_1043,v1.2.0,-7,-5,-5,-3,1434,145,medium,130.08,40.59,41.44,25.82,836,0.952,53,1333.38,False,1,1611,5.3,14.6,7.66,4457.9,1200.0,79.2,12.43,16.8,3.2,34,598966,72624,False,False,concrete,9.7,1.51,S,3-tie,12.33,-0.09,0.98,100.0
2025-01-01 06:21:58,09-3X-PL-001,433+820,S_1000044,20.039748309021817,-100.72155987839837,OP_04,JOB_1044,v1.3.1,-10,-9,-7,-2,1434,145,saturated,150.59,34.18,51.25,22.01,938,0.652,95,1422.28,False,2,1528,18.6,18.0,7.19,7188.2,1530.0,65.8,18.65,9.4,14.7,50,292654,35385,False,False,concrete,23.8,1.49,S,3-tie,10.45,-1.0,3.32,100.0
2025-01-01 06:22:33,09-3X-PL-001,116+284,S_1000045,19.673848103357525,-98.84108976683284,OP_05,JOB_1045,v1.2.0,-10,-6,-2,5,1426,148,void,150.76,46.23,50.9,21.52,861,0.784,95,2000.08,True,2,1485,13.1,6.5,6.38,4256.5,1507.0,58.1,13.18,23.2,3.7,44,376903,49578,False,False,composite,26.5,1.23,S,3-tie,12.5,-1.39,-0.61,100.0
2025-01-01 06:22:56,09-3X-PL-001,303+847,S_1000046,21.028401513560944,-86.87018639357365,OP_06,JOB_1046,v1.4.0,-3,0,-3,0,1432,149,rigid,103.08,40.01,40.11,20.57,856,0.608,51,1185.04,False,1,1677,5.0,11.6,11.45,4333.5,1394.0,64.4,9.52,17.0,3.6,40,566333,54560,False,False,concrete,7.8,1.78,S,precision,3.65,1.5,-9.89,100.0
2025-01-01 06:23:34,09-3X-PL-001,201+335,S_1000047,20.06774250102066,-99.33165482992533,OP_07,JOB_1047,v1.4.0,-9,3,-2,1,1446,163,loose,136.15,40.28,56.64,24.58,1002,0.506,111,1967.06,False,1,1554,15.1,8.1,6.02,2123.0,1594.0,67.1,6.46,27.1,2.4,47,539736,66650,False,False,concrete,5.8,0.97,N,3-tie,10.63,-2.36,-2.45,100.0
2025-01-01 06:24:03,09-3X-PL-001,103+921,S_1000048,19.61558317341478,-99.18156548115108,OP_08,JOB_1048,v1.4.0,-3,8,-7,-6,1437,146,medium,120.21,52.07,53.43,28.66,937,0.824,23,2701.24,False,3,1579,9.1,13.0,8.71,4127.3,1176.0,59.0,10.67,2.1,2.2,43,432921,40578,False,False,wood,6.9,1.27,S,3-tie,3.44,-7.48,-3.53,100.0
2025-01-01 06:24:34,09-3X-PL-001,406+703,S_1000049,17.549275385502796,-91.96998180506915,OP_09,JOB_1049,v1.3.1,-6,4,-5,-3,1434,149,rigid,119.74,45.09,45.09,20.5,989,0.444,45,1891.7,False,1,1742,2.4,8.0,12.55,2057.9,1388.0,60.4,11.04,30.2,3.6,41,487942,42446,False,False,wood,8.7,1.08,S,1-tie,10.34,-4.73,-4.59,100.0
2025-01-01 06:24:59,09-3X-PL-001,371+415,S_1000050,20.611851022315804,-100.20399798536027,OP_10,JOB_1050,v1.2.0,-6,-2,-8,-5,1428,148,medium,130.5,42.03,28.63,28.74,873,0.892,87,627.54,False,2,1645,7.9,10.2,8.32,4530.3,1339.0,64.9,15.6,12.3,4.8,36,416148,66204,False,False,concrete,15.6,1.77,S,3-tie,10.81,-1.3,-10.3,100.0
2025-01-01 06:25:26,09-3X-PL-001,330+795,S_1000051,19.553249988871528,-99.18816388302308,OP_11,JOB_1051,v1.4.0,-8,-4,-7,-5,1445,149,loose,124.93,36.24,57.35,18.63,898,0.627,117,1473.88,False,3,1550,7.4,13.0,7.74,3589.7,1336.0,66.5,11.3,16.1,4.2,57,473722,67679,False,False,concrete,22.6,1.03,S,3-tie,16.18,4.64,16.57,100.0
2025-01-01 06:25:58,09-3X-PL-001,118+168,S_1000052,31.645593610440176,-106.4504849207422,OP_12,JOB_1052,v1.4.0,-6,5,-7,-3,1441,159,medium,120.98,30.4,59.1,33.68,1020,0.965,72,1416.26,False,1,1566,4.2,8.4,6.55,1902.3,1462.0,59.7,4.24,25.9,1.7,44,549941,63739,False,False,concrete,16.4,0.59,N,3-tie,7.08,-4.01,-5.63,100.0
2025-01-01 06:26:31,09-3X-PL-001,48+928,S_1000053,28.480212324407088,-107.32111968897505,OP_13,JOB_1053,v1.3.1,-1,12,-3,-3,1438,150,rigid,103.97,38.26,34.56,24.06,975,0.532,148,1111.68,True,2,1686,6.5,2.4,11.87,6357.8,1450.0,65.7,25.16,25.9,1.2,42,519336,77239,False,False,concrete,16.2,1.53,S,3-tie,8.76,-5.26,-12.66,100.0
2025-01-01 06:27:02,09-3X-PL-001,288+079,S_1000054,19.419088592061232,-98.13775028014642,OP_14,JOB_1054,v1.2.0,-8,0,-3,-1,1432,144,medium,128.69,44.29,47.98,23.43,912,0.669,94,1880.42,False,2,1589,7.7,11.4,9.37,1655.7,1429.0,72.4,4.15,23.9,1.9,35,383706,61718,False,False,wood,2.8,1.11,S,3-tie,9.38,-5.59,-5.42,100.0
2025-01-01 06:27:27,09-3X-PL-001,276+838,S_1000055,31.6446717755215,-106.45070090039825,OP_15,JOB_1055,v1.2.0,-7,1,-1,1,1421,142,rigid,111.08,44.83,58.31,23.79,950,0.668,4,2300.23,True,1,1671,6.9,9.2,12.84,3726.2,1531.0,63.8,10.26,28.6,3.9,38,261419,54978,False,False,concrete,13.0,1.03,S,3-tie,1.21,-0.66,-5.99,100.0
2025-01-01 06:27:55,09-3X-PL-001,94+192,S_1000056,27.957226640204738,-110.8249771194522,OP_16,JOB_1056,v1.2.0,-3,6,-11,-9,1443,161,medium,110.72,36.38,40.43,26.94,846,0.672,36,1350.73,False,1,1577,6.2,8.0,9.23,2558.3,1558.0,62.0,9.43,20.6,3.8,62,181311,37377,False,False,concrete,16.1,0.5,N,3-tie,13.6,-7.5,-10.48,100.0
2025-01-01 06:28:28,09-3X-PL-001,28+123,S_1000057,21.027109879650208,-86.8902169621164,OP_17,JOB_1057,v1.2.0,-9,4,-5,-3,1443,151,rigid,101.39,34.01,49.01,21.59,812,1.007,32,1447.04,False,1,1675,4.6,9.1,11.49,4829.8,1532.0,60.1,12.24,26.0,1.5,46,162526,6007,False,False,composite,24.8,1.38,S,3-tie,7.38,-6.44,-12.54,56.8
2025-01-01 06:28:56,09-3X-PL-001,40+354,S_1000058,19.04825765227784,-98.04648244510676,OP_18,JOB_1058,v1.2.0,-9,1,4,5,1434,154,medium,120.76,45.75,50.58,23.76,697,1.149,132,2482.57,False,1,1598,8.6,6.2,10.27,2249.0,1626.0,64.3,13.7,28.1,1.5,46,540590,40638,False,False,wood,5.9,1.17,S,3-tie,8.49,-3.69,-8.96,100.0
2025-01-01 06:29:32,09-3X-PL-001,496+385,S_1000059,19.4570509786566,-99.16760328857184,OP_19,JOB_1059,v1.2.0,-6,-1,-3,2,1427,152,rigid,102.83,38.7,43.22,20.57,945,0.552,21,1285.95,False,1,1708,6.5,13.0,12.41,1380.0,1551.0,71.6,9.36,28.1,2.7,46,679039,64533,False,False,concrete,6.8,1.25,S,precision,3.61,-6.55,1.0,100.0
2025-01-01 06:29:58,09-3X-PL-001,391+791,S_1000060,26.746949514895316,-104.33563553630832,OP_00,JOB_1060,v2.0.0-beta,-2,5,-5,-4,1437,147,medium,117.4,43.42,41.92,16.87,705,0.716,57,1932.75,False,1,1553,9.2,7.3,9.2,6953.1,1405.0,61.3,18.75,23.6,1.6,38,571366,29680,False,False,concrete,20.0,0.8,S,3-tie,5.59,-3.96,-6.47,100.0
2025-01-01 06:30:26,09-3X-PL-001,460+993,S_1000061,22.215899382722537,-97.86871941452176,OP_01,JOB_1061,v1.3.1,-6,2,-2,2,1433,148,rigid,97.66,41.84,47.62,30.02,930,0.347,35,1467.95,False,1,1709,2.3,13.3,12.79,2545.6,1563.0,59.2,9.46,27.4,3.0,48,536601,48772,False,False,wood,1.3,0.97,S,3-tie,11.66,-7.15,-12.23,100.0
